Date,OPEN,HIGH,LOW,Close
2016-Q2,"6,230.79","6,504.33","5,788.74","6,504.33"
2016-Q2,"6,241.89","6,322.40","6,050.21","6,230.79"
2016-Q2,"6,174.90","6,427.32","6,061.85","6,241.89"
2016-Q1,"6,097.09","6,237.02","6,036.70","6,174.90"
2016-Q1,"6,083.79","6,115.37","5,499.51","6,097.09"
2016-Q1,"6,242.32","6,278.31","5,639.88","6,083.79"
2015-Q4,"6,395.65","6,447.34","5,871.88","6,242.32"
2015-Q4,"6,361.09","6,459.46","6,079.79","6,356.09"
2015-Q4,"6,061.61","6,487.89","6,051.62","6,361.09"
2015-Q3,"6,247.94","6,284.17","5,877.08","6,061.61"
2015-Q3,"6,696.28","6,764.82","5,768.22","6,247.94"
2015-Q3,"6,520.98","6,813.41","6,430.36","6,696.28"
2015-Q2,"6,984.43","7,037.58","6,520.98","6,520.98"
2015-Q2,"6,960.63","7,083.72","6,810.05","6,984.43"
2015-Q2,"6,773.04","7,122.74","6,765.40","6,960.63"
2015-Q1,"6,946.66","7,065.08","6,693.80","6,773.04"
2015-Q1,"6,749.40","6,967.24","6,731.99","6,946.66"
2015-Q1,"6,566.09","6,864.97","6,298.15","6,749.40"
2014-Q4,"6,722.62","6,753.19","6,144.72","6,566.09"
2014-Q4,"6,546.47","6,773.14","6,444.89","6,722.62"
2014-Q4,"6,622.72","6,622.81","6,072.68","6,546.47"
2014-Q3,"6,819.75","6,904.86","6,601.62","6,622.72"
2014-Q3,"6,730.11","6,831.19","6,528.73","6,819.75"
2014-Q3,"6,743.94","6,875.31","6,643.62","6,730.11"
2014-Q2,"6,844.51","6,878.96","6,701.59","6,743.94"
2014-Q2,"6,780.03","6,894.88","6,766.84","6,844.51"
2014-Q2,"6,598.37","6,794.88","6,507.08","6,780.03"
2014-Q1,"6,809.70","6,827.22","6,492.62","6,598.37"
2014-Q1,"6,510.44","6,866.35","6,416.72","6,809.70"
2014-Q1,"6,749.09","6,867.42","6,421.26","6,510.44"
2013-Q4,"6,650.57","6,768.44","6,422.23","6,749.09"
2013-Q4,"6,731.43","6,780.11","6,613.98","6,650.57"
2013-Q4,"6,462.22","6,819.86","6,316.91","6,731.43"
2013-Q3,"6,412.93","6,659.12","6,412.93","6,462.22"
2013-Q3,"6,621.06","6,696.63","6,386.72","6,412.93"
2013-Q3,"6,215.47","6,662.19","6,185.21","6,621.06"
2013-Q2,"6,582.29","6,582.39","6,023.44","6,215.47"
2013-Q2,"6,430.34","6,875.62","6,409.81","6,583.09"
2013-Q2,"6,411.74","6,501.78","6,214.36","6,430.12"
2013-Q1,"6,360.61","6,533.99","6,308.56","6,411.74"
2013-Q1,"6,276.91","6,412.44","6,216.72","6,360.81"
2013-Q1,"5,897.81","6,354.46","5,873.43","6,276.88"
2012-Q4,"5,867.06","5,997.04","5,852.88","5,897.81"
2012-Q4,"5,782.65","5,921.78","5,605.59","5,866.82"
2012-Q4,"5,742.11","5,928.27","5,738.59","5,782.70"
2012-Q3,"5,711.41","5,932.62","5,634.88","5,742.07"
2012-Q3,"5,635.25","5,876.22","5,632.97","5,711.48"
2012-Q3,"5,571.22","5,727.45","5,478.02","5,635.28"
2012-Q2,"5,321.01","5,623.85","5,229.76","5,571.15"
2012-Q2,"5,737.81","5,819.93","5,253.92","5,320.86"
2012-Q2,"5,771.54","5,890.16","5,576.37","5,737.78"
2012-Q1,"5,872.30","5,989.07","5,726.50","5,768.45"
2012-Q1,"5,681.65","5,964.02","5,680.67","5,871.51"
2012-Q1,"5,572.28","5,806.24","5,535.20","5,681.61"
2011-Q4,"5,505.43","5,631.88","5,328.67","5,572.28"
2011-Q4,"5,543.84","5,616.00","5,075.22","5,505.42"
2011-Q4,"5,126.97","5,747.33","4,868.60","5,544.22"
2011-Q3,"5,394.52","5,449.67","4,928.14","5,128.48"
2011-Q3,"5,816.33","5,913.46","4,791.01","5,394.53"
2011-Q3,"5,945.76","6,084.08","5,752.81","5,815.19"
2011-Q2,"5,990.05","5,995.22","5,644.38","5,945.71"
2011-Q2,"6,069.90","6,103.73","5,810.46","5,989.99"
2011-Q2,"5,910.64","6,091.75","5,858.32","6,069.90"
2011-Q1,"5,994.14","6,052.08","5,591.59","5,908.76"
2011-Q1,"5,862.97","6,105.77","5,860.95","5,994.01"
2011-Q1,"5,899.94","6,090.49","5,815.44","5,862.94"
2010-Q4,"5,528.37","6,021.46","5,528.37","5,899.94"
2010-Q4,"5,675.13","5,902.11","5,519.19","5,528.27"
2010-Q4,"5,548.67","5,794.31","5,547.55","5,675.16"
2010-Q3,"5,225.58","5,650.33","5,225.58","5,548.62"
2010-Q3,"5,259.04","5,418.58","5,070.94","5,225.22"
2010-Q3,"4,916.72","5,411.45","4,790.04","5,258.02"
2010-Q2,"5,188.45","5,331.46","4,898.51","4,916.87"
2010-Q2,"5,553.29","5,643.87","4,898.49","5,188.43"
2010-Q2,"5,679.64","5,833.73","5,533.60","5,553.29"
2010-Q1,"5,354.52","5,742.75","5,354.75","5,679.64"
2010-Q1,"5,188.52","5,395.48","5,033.01","5,354.52"
2010-Q1,"5,412.88","5,600.48","5,145.74","5,188.52"
2009-Q4,"5,190.68","5,445.17","5,175.66","5,412.88"
2009-Q4,"5,044.55","5,396.96","4,985.09","5,190.68"
2009-Q4,"5,133.90","5,299.57","4,954.98","5,044.55"
2009-Q3,"4,908.90","5,190.00","4,776.50","5,133.90"
2009-Q3,"4,608.36","4,944.16","4,595.58","4,908.90"
2009-Q3,"4,249.21","4,646.86","4,096.08","4,608.36"
2009-Q2,"4,417.94","4,517.60","4,213.40","4,249.21"
2009-Q2,"4,243.71","4,520.82","4,210.75","4,417.94"
2009-Q2,"3,926.14","4,293.63","3,838.22","4,243.71"
2009-Q1,"3,830.09","3,992.42","3,460.71","3,926.14"
2009-Q1,"4,149.64","4,333.97","3,760.70","3,830.09"
2009-Q1,"4,434.17","4,675.68","3,956.67","4,149.64"
